TIME                   CONTENT
1.000000000000e+006    6.108947460054e-004
2.000000000000e+006    6.137629259169e-004
3.000000000000e+006    6.137745418380e-004
4.000000000000e+006    6.137745878830e-004
5.000000000000e+006    6.137745879371e-004
6.000000000000e+006    6.137745879371e-004
7.000000000000e+006    6.137745879371e-004
8.000000000000e+006    6.137745879371e-004
9.000000000000e+006    6.137745879371e-004
1.000000000000e+007    6.137745879371e-004
2.000000000000e+007    6.137745879371e-004
3.000000000000e+007    6.137745879371e-004
4.000000000000e+007    6.137745879371e-004
5.000000000000e+007    6.137745879371e-004
6.000000000000e+007    6.137745879371e-004
7.000000000000e+007    6.137745879371e-004
8.000000000000e+007    6.137745879371e-004
9.000000000000e+007    6.137745879371e-004
1.000000000000e+008    6.137745879371e-004
1.100000000000e+008    6.137745879371e-004
2.100000000000e+008    6.137745879371e-004
3.100000000000e+008    6.137745879371e-004
4.100000000000e+008    6.137745879371e-004
5.100000000000e+008    6.137745879371e-004
6.100000000000e+008    6.137745879371e-004
7.100000000000e+008    6.137745879371e-004
8.100000000000e+008    6.137745879371e-004
9.100000000000e+008    6.137745879371e-004
1.010000000000e+009    6.137745879371e-004
1.110000000000e+009    6.137745879371e-004
2.110000000000e+009    6.137745879371e-004
3.110000000000e+009    6.137745879371e-004
4.110000000000e+009    6.137745879371e-004
5.110000000000e+009    6.137745879371e-004
6.110000000000e+009    6.137745879371e-004
7.110000000000e+009    6.137745879371e-004
8.110000000000e+009    6.137745879371e-004
9.110000000000e+009    6.137745879371e-004
1.011000000000e+010    6.137745879371e-004
1.111000000000e+010    6.137745879371e-004
2.111000000000e+010    6.137745879371e-004
3.111000000000e+010    6.137745879371e-004
4.111000000000e+010    6.137745879371e-004
5.111000000000e+010    6.137745879371e-004
6.111000000000e+010    6.137745879371e-004
7.111000000000e+010    6.137745879371e-004
8.111000000000e+010    6.137745879371e-004
9.111000000000e+010    6.137745879371e-004
1.011100000000e+011    6.137745879371e-004
1.111100000000e+011    6.137745879371e-004
2.111100000000e+011    6.137745879371e-004
3.111100000000e+011    6.137745879371e-004
4.111100000000e+011    6.137745879371e-004
5.111100000000e+011    6.137745879371e-004
6.111100000000e+011    6.137745879371e-004
7.111100000000e+011    6.137745879371e-004
8.111100000000e+011    6.137745879371e-004
9.111100000000e+011    6.137745879371e-004
1.011110000000e+012    6.137745879371e-004
1.111110000000e+012    6.137745879371e-004
