                C(4)	                  Ca	                  Mg	                  Cl	                  pH	                  H+	                  pe	             Calcite	       Dolomite(dis)	
 1.226744701795e-004	 1.230478544452e-004	 2.854448049633e-006	 6.455663633820e-006	 9.909281301751e+000	 1.259702249518e-010	 8.226657600389e+000	 0.000000000000e+000	 0.000000000000e+000	
 1.226744885894e-004	 1.230478728551e-004	 2.854448049633e-006	 6.455663633821e-006	 9.909281348133e+000	 1.259702116867e-010	 8.241994451996e+000	 2.073284301483e-004	 0.000000000000e+000	
 1.226751060021e-004	 1.229472961119e-004	 2.107323686095e-006	 4.759026594124e-006	 9.909457190273e+000	 1.259111229904e-010	 8.176290310914e+000	 0.000000000000e+000	 0.000000000000e+000	
 1.226751168580e-004	 1.229473069678e-004	 2.107323686095e-006	 4.759026594124e-006	 9.909457217620e+000	 1.259111151731e-010	 8.176593329502e+000	 2.073284909392e-004	 0.000000000000e+000	
 1.226751413844e-004	 1.228717680942e-004	 1.541460464806e-006	 3.476173350851e-006	 9.909589270675e+000	 1.258666948050e-010	 8.252729571891e+000	 0.000000000000e+000	 0.000000000000e+000	
 1.226751476382e-004	 1.228717743480e-004	 1.541460464806e-006	 3.476173350851e-006	 9.909589286428e+000	 1.258666903038e-010	 8.239984972463e+000	 2.073285261587e-004	 0.000000000000e+000	
 1.226748503856e-004	 1.228155962996e-004	 1.117132285805e-006	 2.515755400850e-006	 9.909687480226e+000	 1.258336250026e-010	 8.227543988275e+000	 0.000000000000e+000	 0.000000000000e+000	
 1.226748539076e-004	 1.228155998216e-004	 1.117132285805e-006	 2.515755400850e-006	 9.909687489097e+000	 1.258336224685e-010	 8.222470361292e+000	 2.073285461031e-004	 0.000000000000e+000	
 1.226744099132e-004	 1.227742299377e-004	 8.020986771276e-007	 1.803836404015e-006	 9.909759788188e+000	 1.258092513624e-010	 8.250203564763e+000	 0.000000000000e+000	 0.000000000000e+000	
 1.226744118532e-004	 1.227742318777e-004	 8.020986771276e-007	 1.803836404015e-006	 9.909759793074e+000	 1.258092499669e-010	 8.250542147746e+000	 2.073285571485e-004	 0.000000000000e+000	
 1.226739286383e-004	 1.227440657023e-004	 5.705358742498e-007	 1.281344876909e-006	 9.909812503295e+000	 1.257914635586e-010	 8.206822689908e+000	 0.000000000000e+000	 0.000000000000e+000	
 1.226739296839e-004	 1.227440667479e-004	 5.705358742498e-007	 1.281344876909e-006	 9.909812505929e+000	 1.257914628066e-010	 8.212400871005e+000	 2.073285631338e-004	 0.000000000000e+000	
 1.226734686656e-004	 1.227222861522e-004	 4.020244265811e-007	 9.016828265540e-007	 9.909850557061e+000	 1.257786097177e-010	-4.571677803870e+000	 0.000000000000e+000	 0.000000000000e+000	
 1.226734692172e-004	 1.227222867038e-004	 4.020244265811e-007	 9.016828265540e-007	 9.909850558450e+000	 1.257786093210e-010	-4.353886255235e+000	 2.073285663085e-004	 0.000000000000e+000	
 1.226730613981e-004	 1.227067153421e-004	 2.806212487963e-007	 6.285493857715e-007	 9.909877757037e+000	 1.257694127217e-010	 8.044739220706e+000	 0.000000000000e+000	 0.000000000000e+000	
 1.226730616830e-004	 1.227067156270e-004	 2.806212487963e-007	 6.285493857715e-007	 9.909877757754e+000	 1.257694125169e-010	 8.112225517048e+000	 2.073285679563e-004	 0.000000000000e+000	
 1.226727188659e-004	 1.226956930488e-004	 1.940324746168e-007	 4.340123150802e-007	 9.909897007481e+000	 1.257628971286e-010	 8.276125996979e+000	 0.000000000000e+000	 0.000000000000e+000	
 1.226727190100e-004	 1.226956931929e-004	 1.940324746168e-007	 4.340123150802e-007	 9.909897007844e+000	 1.257628970250e-010	 8.281380930785e+000	 2.073285687956e-004	 0.000000000000e+000	
 1.226724415948e-004	 1.226879676189e-004	 1.328940268855e-007	 2.968391019700e-007	 9.909910497289e+000	 1.257583267951e-010	 8.173481948536e+000	 0.000000000000e+000	 0.000000000000e+000	
 1.226724416661e-004	 1.226879676902e-004	 1.328940268855e-007	 2.968391019700e-007	 9.909910497469e+000	 1.257583267439e-010	 8.172872346611e+000	 2.073285692131e-004	 0.000000000000e+000	
 1.226722238975e-004	 1.226826065223e-004	 9.015954676653e-008	 2.010833431225e-007	 9.909919856813e+000	 1.257551527158e-010	 8.390597358897e+000	 0.000000000000e+000	 0.000000000000e+000	
 1.226722239321e-004	 1.226826065569e-004	 9.015954676653e-008	 2.010833431225e-007	 9.909919856900e+000	 1.257551526909e-010	 8.394003030422e+000	 2.073285694172e-004	 0.000000000000e+000	
 1.226720572917e-004	 1.226789230770e-004	 6.059010698577e-008	 1.349107847544e-007	 9.909926286264e+000	 1.257529702235e-010	 8.212577662565e+000	 0.000000000000e+000	 0.000000000000e+000	
 1.226720573082e-004	 1.226789230935e-004	 6.059010698577e-008	 1.349107847544e-007	 9.909926286305e+000	 1.257529702117e-010	 8.210393485464e+000	 2.073285695141e-004	 0.000000000000e+000	
 1.226719325924e-004	 1.226764174702e-004	 4.033673161075e-008	 8.964221900719e-008	 9.909930659011e+000	 1.257514844899e-010	 8.092437041812e+000	 0.000000000000e+000	 0.000000000000e+000	
 1.226719326001e-004	 1.226764174779e-004	 4.033673161075e-008	 8.964221900719e-008	 9.909930659030e+000	 1.257514844843e-010	 8.069272047523e+000	 2.073285695598e-004	 0.000000000000e+000	
 1.226718410982e-004	 1.226747300728e-004	 2.660485487216e-008	 5.898665905278e-008	 9.909933603315e+000	 1.257504831765e-010	 8.200457868102e+000	 0.000000000000e+000	 0.000000000000e+000	
 1.226718411017e-004	 1.226747300763e-004	 2.660485487216e-008	 5.898665905278e-008	 9.909933603324e+000	 1.257504831740e-010	 8.205143927779e+000	 2.073285695808e-004	 0.000000000000e+000	
 1.226717751773e-004	 1.226736050673e-004	 1.738914888337e-008	 3.843707797594e-008	 9.909935565977e+000	 1.257498150995e-010	 8.289347613851e+000	 0.000000000000e+000	 0.000000000000e+000	
 1.226717751789e-004	 1.226736050689e-004	 1.738914888337e-008	 3.843707797594e-008	 9.909935565982e+000	 1.257498150983e-010	 8.281992251951e+000	 2.073285695905e-004	 0.000000000000e+000	
 1.226717284780e-004	 1.226728625424e-004	 1.126732047700e-008	 2.480177003233e-008	 9.909936861155e+000	 1.257493738368e-010	 8.155638309403e+000	 0.000000000000e+000	 0.000000000000e+000	
 1.226717284787e-004	 1.226728625431e-004	 1.126732047700e-008	 2.480177003233e-008	 9.909936861157e+000	 1.257493738362e-010	 8.126109258200e+000	 2.073285695944e-004	 0.000000000000e+000	
 1.226716959179e-004	 1.226723773965e-004	 7.242239216794e-009	 1.584643563335e-008	 9.909937707252e+000	 1.257490853220e-010	 8.233944415011e+000	 0.000000000000e+000	 0.000000000000e+000	
 1.226716959182e-004	 1.226723773968e-004	 7.242239216794e-009	 1.584643563335e-008	 9.909937707253e+000	 1.257490853218e-010	 8.246826048505e+000	 2.073285695966e-004	 0.000000000000e+000	
 1.226716735576e-004	 1.226720636174e-004	 4.622875678208e-009	 1.002487099885e-008	 9.909938254397e+000	 1.257488985882e-010	 8.118089175049e+000	 0.000000000000e+000	 0.000000000000e+000	
 1.226716735577e-004	 1.226720636175e-004	 4.622875678208e-009	 1.002487099885e-008	 9.909938254397e+000	 1.257488985882e-010	 8.097465103843e+000	 2.073285695969e-004	 0.000000000000e+000	
 1.226716584234e-004	 1.226718627309e-004	 2.935814907341e-009	 6.279244778109e-009	 9.909938604632e+000	 1.257487789560e-010	 8.077352981171e+000	 0.000000000000e+000	 0.000000000000e+000	
 1.226716584235e-004	 1.226718627310e-004	 2.935814907341e-009	 6.279244778109e-009	 9.909938604632e+000	 1.257487789560e-010	 8.123482319711e+000	 2.073285695972e-004	 0.000000000000e+000	
 1.226716483230e-004	 1.226717354285e-004	 1.860426800912e-009	 3.894064353097e-009	 9.909938826544e+000	 1.257487030933e-010	 8.193408475532e+000	 0.000000000000e+000	 0.000000000000e+000	
 1.226716483230e-004	 1.226717354285e-004	 1.860426800912e-009	 3.894064353097e-009	 9.909938826544e+000	 1.257487030933e-010	 8.193408475532e+000	 2.073285695974e-004	 0.000000000000e+000	
 1.226716416736e-004	 1.226716555801e-004	 1.182028828128e-009	 2.390870599340e-009	 9.909938965713e+000	 1.257486554784e-010	 8.212303602958e+000	 0.000000000000e+000	 0.000000000000e+000	
 1.226716416736e-004	 1.226716555801e-004	 1.182028828128e-009	 2.390870599340e-009	 9.909938965713e+000	 1.257486554784e-010	 8.212303602958e+000	 2.073285695975e-004	 0.000000000000e+000	
 1.226716373539e-004	 1.226716060098e-004	 7.585092929499e-010	 1.453330183701e-009	 9.909939052097e+000	 1.257486258993e-010	 8.225710688635e+000	 0.000000000000e+000	 0.000000000000e+000	
 1.226716373539e-004	 1.226716060098e-004	 7.585092929499e-010	 1.453330183701e-009	 9.909939052097e+000	 1.257486258993e-010	 8.225710688635e+000	 2.073285695975e-004	 0.000000000000e+000	
 1.226716345842e-004	 1.226715755528e-004	 4.968619966209e-010	 8.746611158025e-010	 9.909939105165e+000	 1.257486077138e-010	 8.133843630645e+000	 0.000000000000e+000	 0.000000000000e+000	
 1.226716345842e-004	 1.226715755528e-004	 4.968619966209e-010	 8.746611158025e-010	 9.909939105165e+000	 1.257486077138e-010	 8.133843630645e+000	 2.073285695976e-004	 0.000000000000e+000	
 1.226716328309e-004	 1.226715570327e-004	 3.369073808811e-010	 5.212182413249e-010	 9.909939137430e+000	 1.257485966486e-010	 8.110356994035e+000	 0.000000000000e+000	 0.000000000000e+000	
 1.226716328309e-004	 1.226715570327e-004	 3.369073808811e-010	 5.212182413249e-010	 9.909939137430e+000	 1.257485966486e-010	 8.110356994035e+000	 2.073285695973e-004	 0.000000000000e+000	
 1.226716317349e-004	 1.226715458877e-004	 2.401468243876e-010	 3.075992449616e-010	 9.909939156843e+000	 1.257485899860e-010	 8.199050749278e+000	 0.000000000000e+000	 0.000000000000e+000	
 1.226716317350e-004	 1.226715458878e-004	 2.401468243876e-010	 3.075992449616e-010	 9.909939156843e+000	 1.257485899860e-010	 8.202347688721e+000	 2.073285695974e-004	 0.000000000000e+000	
 1.226716310584e-004	 1.226715392509e-004	 1.822301249705e-010	 1.798451986372e-010	 9.909939168403e+000	 1.257485860158e-010	 8.164977865340e+000	 0.000000000000e+000	 0.000000000000e+000	
 1.226716310584e-004	 1.226715392509e-004	 1.822301249705e-010	 1.798451986372e-010	 9.909939168403e+000	 1.257485860158e-010	 8.164977865340e+000	 2.073285695970e-004	 0.000000000000e+000	
 1.226716306459e-004	 1.226715353399e-004	 1.479300444001e-010	 1.042480668755e-010	 9.909939175213e+000	 1.257485836749e-010	 8.163872278694e+000	 0.000000000000e+000	 0.000000000000e+000	
 1.226716306459e-004	 1.226715353399e-004	 1.479300444001e-010	 1.042480668755e-010	 9.909939175213e+000	 1.257485836749e-010	 8.163872278694e+000	 2.073285695975e-004	 0.000000000000e+000	
 1.226716303974e-004	 1.226715330594e-004	 1.278321150446e-010	 5.998815998090e-011	 9.909939179184e+000	 1.257485823091e-010	 8.200358549631e+000	 0.000000000000e+000	 0.000000000000e+000	
 1.226716303974e-004	 1.226715330594e-004	 1.278321150446e-010	 5.998815998090e-011	 9.909939179184e+000	 1.257485823091e-010	 8.200358549631e+000	 2.073285695976e-004	 0.000000000000e+000	
 1.226716302495e-004	 1.226715317438e-004	 1.161820473271e-010	 3.435240054671e-011	 9.909939181475e+000	 1.257485815206e-010	 8.081087472966e+000	 0.000000000000e+000	 0.000000000000e+000	
 1.226716302495e-004	 1.226715317438e-004	 1.161820473271e-010	 3.435240054671e-011	 9.909939181475e+000	 1.257485815206e-010	 8.081087472966e+000	 2.073285695975e-004	 0.000000000000e+000	
 1.226716301627e-004	 1.226715309933e-004	 1.095049025444e-010	 1.967066448725e-011	 9.909939182782e+000	 1.257485810705e-010	 8.085970933360e+000	 0.000000000000e+000	 0.000000000000e+000	
 1.226716301627e-004	 1.226715309933e-004	 1.095049025444e-010	 1.967066448725e-011	 9.909939182782e+000	 1.257485810705e-010	 8.085970933360e+000	 2.073285695979e-004	 0.000000000000e+000	
 1.226716301126e-004	 1.226715305716e-004	 1.057372180253e-010	 1.139227067430e-011	 9.909939183515e+000	 1.257485808177e-010	 8.139976700346e+000	 0.000000000000e+000	 0.000000000000e+000	
 1.226716301126e-004	 1.226715305716e-004	 1.057372180253e-010	 1.139227067430e-011	 9.909939183515e+000	 1.257485808177e-010	 8.139976700346e+000	 2.073285695976e-004	 0.000000000000e+000	
 1.226716300853e-004	 1.226715303467e-004	 1.037199058544e-010	 6.962589152385e-012	 9.909939183906e+000	 1.257485806828e-010	 8.178492629914e+000	 0.000000000000e+000	 0.000000000000e+000	
 1.226716300853e-004	 1.226715303467e-004	 1.037199058544e-010	 6.962589152385e-012	 9.909939183906e+000	 1.257485806828e-010	 8.178492629914e+000	 2.073285695972e-004	 0.000000000000e+000	
 1.226716300761e-004	 1.226715302722e-004	 1.030494884503e-010	 5.490995036892e-012	 9.909939184037e+000	 1.257485806379e-010	 8.162342725021e+000	 0.000000000000e+000	 0.000000000000e+000	
 1.226716300761e-004	 1.226715302722e-004	 1.030494884503e-010	 5.490995036892e-012	 9.909939184037e+000	 1.257485806379e-010	 8.162342725021e+000	 2.073285695972e-004	 0.000000000000e+000	
